Software Version:	2.0.6470.17062
Unit SN:	AIO-M72-0210
Spectrometer SN:	5335
Date:	10/23/2018 10:38:33 AM
Data Line Index:	25
Spectral Points:	1941
Integration time (ms):	1000
Averages:	20
Delay (ms):	0
Sequence Number:	1
Processing:	dark subtract
Laser Power (mW):	305
Laser Current (mA):	741
Laser Diode Temp (C):	25
Laser Case Temp (C):	30.5
System Temp (C):	31.6
Spectrometer Temp (C):	28.6
CCD Temp (C):	0
Secondary Temp (C):	20.006
Heatsink Temp (C):	28.857
CCDPCB Temp (C):	47.023
SecondaryPCB Temp (C):	37.997

Wavelength	RamanShift	Raw Counts	Dark Subtracted
887.7149	1467.8326	1848.1	635.35
887.8581	1469.6499	1845.2	632.4
888.0013	1471.4665	1838.55	626.5
888.1445	1473.2824	1848.9	626.95
888.2877	1475.0974	1843.05	625.55
888.4309	1476.9118	1849.9	632.05
888.5741	1478.7254	1848.65	634.95
888.7172	1480.5382	1850.1	638.65
888.8604	1482.3503	1839.95	631.85
889.0035	1484.1616	1839.75	628.25
889.1466	1485.9722	1852.75	637.1
889.2897	1487.782	1850.3	637.45
889.4328	1489.5911	1846.5	621.7
889.5759	1491.3995	1844.7	626.25
889.719	1493.207	1842.05	628
889.862	1495.0139	1860.65	634.25
890.0051	1496.82	1854.25	635.45
890.1481	1498.6253	1843.1	630.15
890.2911	1500.4299	1845	630.45
890.4341	1502.2337	1867.65	630.75
890.5771	1504.0368	1872.15	631.65
890.7201	1505.8391	1857.45	632.4
890.863	1507.6407	1853.45	637.9
891.006	1509.4415	1854.7	638.95
891.1489	1511.2416	1850.5	631.25
891.2918	1513.0409	1856.2	633.85
891.4347	1514.8395	1862.05	643.3
891.5776	1516.6373	1849.05	632.95
891.7205	1518.4344	1850.1	633.3
891.8633	1520.2308	1853.9	635.8
892.0062	1522.0263	1842.5	628.55
892.149	1523.8212	1854.7	646.15
892.2918	1525.6152	1851.35	634.75
892.4346	1527.4085	1843.8	635.5
892.5774	1529.2011	1861.3	646.3
892.7202	1530.9929	1850.75	638.85
892.863	1532.784	1858.3	645.8
893.0057	1534.5743	1871.05	652.2
893.1484	1536.3639	1872	641.95
893.2912	1538.1527	1873.1	644.2
893.4339	1539.9408	1866.65	641.7
893.5766	1541.7281	1870.7	656.75
893.7192	1543.5146	1857.5	646.6
893.8619	1545.3004	1871.2	656.15
894.0045	1547.0855	1867.25	650.2
894.1472	1548.8698	1874.2	656.75
894.2898	1550.6534	1885.4	670.3
894.4324	1552.4362	1900.1	677.15
894.575	1554.2182	1903	679.75
894.7176	1555.9995	1900.6	685.9
894.8601	1557.7801	1890.4	679.35
895.0027	1559.5599	1907.6	671.25
895.1452	1561.3389	1895.5	677.45
895.2877	1563.1172	1899.4	677
895.4302	1564.8948	1891	683.15
895.5727	1566.6715	1902.6	690.25
895.7152	1568.4476	1916.8	691.35
895.8576	1570.2229	1916.1	706.7
896.0001	1571.9974	1914.1	697.55
896.1425	1573.7712	1919.85	702.1
896.2849	1575.5442	1918.85	700.65
896.4273	1577.3165	1926.5	709.5
896.5697	1579.088	1941.6	723.75
896.712	1580.8588	1944.25	726.5
896.8544	1582.6288	1955.7	735.8
896.9967	1584.3981	1958.75	743.85
897.139	1586.1666	1962.6	749.45
897.2813	1587.9344	1963.35	753.2
897.4236	1589.7014	1981.25	758.15
897.5659	1591.4676	1991.1	771.85
897.7081	1593.2332	1992.3	776.55
897.8504	1594.9979	1991.9	770.55
897.9926	1596.7619	2017.65	790.35
898.1348	1598.5252	2044.65	794.5
898.277	1600.2877	2045.25	812.6
898.4192	1602.0494	2038.15	810.5
898.5614	1603.8104	2079.3	823.9
898.7035	1605.5707	2072.8	841
898.8456	1607.3302	2077.8	851.95
898.9878	1609.0889	2071.25	854.55
899.1298	1610.8469	2076.6	860.5
899.2719	1612.6041	2074.65	865
899.414	1614.3606	2089.2	877
899.5561	1616.1163	2114.75	897.45
899.6981	1617.8713	2113.7	897.05
899.8401	1619.6255	2115.3	900.9
899.9821	1621.379	2129.75	912.3
900.1241	1623.1317	2146.1	922.75
900.2661	1624.8837	2146.8	930.4
900.408	1626.6349	2143.5	922.45
900.55	1628.3854	2154.8	940.7
900.6919	1630.1351	2156.7	944.65
900.8338	1631.884	2160.95	951.05
900.9757	1633.6322	2159	942.25
901.1176	1635.3797	2165.6	953.6
901.2594	1637.1264	2169.9	949
901.4012	1638.8723	2179.5	957.75
901.5431	1640.6175	2171.45	953
901.6849	1642.362	2191.85	964.8
901.8267	1644.1057	2179.1	948.05
901.9684	1645.8486	2179.55	956.55
902.1102	1647.5908	2167.7	955.45
902.2519	1649.3322	2156.3	945.5
902.3937	1651.0729	2162	950.1
902.5354	1652.8128	2155.25	945.1
902.6771	1654.552	2145.3	930.85
902.8187	1656.2904	2149.1	934
902.9604	1658.0281	2138.75	921.25
903.102	1659.765	2141.4	919.55
903.2437	1661.5012	2129.65	910.8
903.3853	1663.2366	2127.4	912.1
903.5268	1664.9712	2127.7	906.65
903.6684	1666.7051	2126.85	901.3
903.81	1668.4383	2121.65	896.3
903.9515	1670.1707	2111.75	895.55
904.093	1671.9023	2098.3	884.8
904.2345	1673.6332	2091.1	880.3
904.376	1675.3634	2088.6	875.5
904.5175	1677.0928	2093.1	868.65
904.6589	1678.8214	2080.7	864.9
904.8004	1680.5493	2081.45	865.95
904.9418	1682.2764	2073.95	854.95
905.0832	1684.0028	2098.35	857
905.2246	1685.7284	2103.7	861.6
905.3659	1687.4533	2086.2	857.55
905.5073	1689.1774	2088.65	861.9
905.6486	1690.9008	2080.25	862.2
905.7899	1692.6234	2082.05	866.35
905.9312	1694.3453	2088.9	867.05
906.0725	1696.0664	2089.3	875.65
906.2137	1697.7867	2095.55	869.85
906.355	1699.5063	2097	882.6
906.4962	1701.2252	2101.1	883.25
906.6374	1702.9433	2106.15	892.65
906.7786	1704.6606	2114.6	883.85
906.9198	1706.3772	2108.05	893
907.0609	1708.0931	2110.1	889.9
907.202	1709.8082	2112.4	904.25
907.3432	1711.5225	2116.35	907.9
907.4843	1713.2361	2115.6	905.9
907.6253	1714.9489	2116.25	895.1
907.7664	1716.661	2108.8	890.1
907.9074	1718.3723	2111.95	891.3
908.0485	1720.0829	2107.35	885.3
908.1895	1721.7927	2088.15	868.5
908.3305	1723.5018	2078.15	860.25
908.4714	1725.2101	2085.2	842.35
908.6124	1726.9177	2059.55	838.1
908.7533	1728.6245	2051.05	821.55
908.8942	1730.3306	2021.8	806.35
909.0351	1732.0359	2002.3	790.9
909.176	1733.7404	2000.4	777.25
909.3169	1735.4442	1973.9	749.5
909.4577	1737.1473	1956.7	740.1
909.5985	1738.8496	1940.1	725.65
909.7393	1740.5511	1910.25	691.35
909.8801	1742.2519	1889.3	669
910.0209	1743.9519	1869.9	651.2
910.1616	1745.6512	1836.15	620.45
910.3023	1747.3498	1811.75	598.65
910.443	1749.0476	1802.85	586.15
910.5837	1750.7446	1777.65	567.45
910.7244	1752.4409	1771.25	552.25
910.8651	1754.1364	1746.95	531.2
911.0057	1755.8312	1739.4	521.65
911.1463	1757.5252	1725.35	505.05
911.2869	1759.2185	1709.35	495.7
911.4275	1760.911	1699.25	485.9
911.568	1762.6028	1696.7	477
911.7086	1764.2938	1689.3	464.35
911.8491	1765.984	1683.65	461.5
911.9896	1767.6736	1668.35	453.75
912.1301	1769.3623	1675	455.85
912.2705	1771.0503	1665.35	449.25
912.411	1772.7376	1657.55	445.15
912.5514	1774.4241	1657.45	437.75
912.6918	1776.1098	1644.15	436
912.8322	1777.7948	1645.9	429.7
912.9725	1779.4791	1643.25	421.25
913.1129	1781.1626	1645.8	426.35
913.2532	1782.8453	1631	419.8
913.3935	1784.5273	1639.1	418.3
913.5338	1786.2086	1633.05	411.45
913.6741	1787.8891	1688.35	398.15
913.8143	1789.5688	1643.5	410.3
913.9545	1791.2478	1634.15	401.9
914.0947	1792.926	1622.1	410.4
914.2349	1794.6035	1614.2	397.95
914.3751	1796.2802	1608.75	396.75
914.5153	1797.9562	1622.6	401.8
914.6554	1799.6314	1611.05	400.75
914.7955	1801.3059	1610.1	396.05
914.9356	1802.9796	1610	391.55
915.0756	1804.6526	1602.6	390.9
915.2157	1806.3248	1600.3	383.5
915.3557	1807.9963	1604.4	390.2
915.4957	1809.667	1609.2	389.75
915.6357	1811.337	1605.8	383.4
915.7757	1813.0062	1598.25	386.15
915.9156	1814.6747	1597.25	380.4
916.0555	1816.3424	1593.5	380.55
916.1955	1818.0094	1591.7	380.6
916.3353	1819.6756	1593.95	379.2
916.4752	1821.3411	1588.75	377.9
916.6151	1823.0058	1603.8	381.8
916.7549	1824.6697	1606.5	377.8
916.8947	1826.3329	1597.3	380.4
917.0345	1827.9954	1601.4	373.3
917.1742	1829.6571	1586.15	370.8
917.314	1831.3181	1586.7	374.75
917.4537	1832.9783	1590.75	365.7
917.5934	1834.6377	1590.8	370.6
917.7331	1836.2964	1585.65	370.45
917.8727	1837.9544	1579	363.65
918.0124	1839.6116	1579.4	365
918.152	1841.2681	1582	372.2
918.2916	1842.9238	1581.3	365.65
918.4312	1844.5787	1579	366.35
918.5707	1846.2329	1573.25	359.5
918.7103	1847.8864	1607.55	360.9
918.8498	1849.5391	1590.5	368.75
918.9893	1851.191	1571.95	361.5
919.1287	1852.8422	1576.1	361.35
919.2682	1854.4927	1574.95	361.5
919.4076	1856.1424	1579.55	370.2
919.547	1857.7913	1570.1	358.9
919.6864	1859.4395	1570.65	356.45
919.8258	1861.087	1569.9	356.55
919.9651	1862.7337	1585.05	363.95
920.1044	1864.3796	1580.5	359.1
920.2437	1866.0248	1576.85	358
920.383	1867.6693	1579.3	356.05
920.5223	1869.313	1582.35	362.75
920.6615	1870.9559	1585.7	354.4
920.8007	1872.5981	1576.45	356.9
920.9399	1874.2396	1569	360.4
921.0791	1875.8803	1568.5	354.25
921.2183	1877.5202	1568.15	356.7
921.3574	1879.1594	1577.8	359.5
921.4965	1880.7979	1572.85	355.05
921.6356	1882.4356	1617	355.55
921.7747	1884.0726	1593.6	358.25
921.9137	1885.7088	1571.6	352.25
922.0527	1887.3442	1569.95	353.95
922.1917	1888.9789	1567.95	350
922.3307	1890.6129	1562.15	347.9
922.4697	1892.2461	1569.5	350.8
922.6086	1893.8786	1568.85	348.35
922.7475	1895.5103	1607.85	347.25
922.8864	1897.1412	1587.5	354.05
923.0253	1898.7714	1569.8	347.95
923.1641	1900.4009	1565.15	348.05
923.3029	1902.0296	1566.3	345.35
923.4417	1903.6576	1561.9	347.8
923.5805	1905.2848	1562.45	356.1
923.7193	1906.9113	1561.75	347.95
923.858	1908.537	1564.05	350
923.9967	1910.162	1569.45	350.5
924.1354	1911.7862	1570.7	349.6
924.2741	1913.4097	1566.6	344
924.4127	1915.0324	1560.8	349.25
924.5514	1916.6544	1565.5	344.9
924.69	1918.2756	1576.05	348.5
924.8286	1919.8961	1573.3	351.05
924.9671	1921.5158	1573.85	350.25
925.1057	1923.1348	1565.5	347.9
925.2442	1924.7531	1564.75	343.85
925.3827	1926.3705	1566.9	346.7
925.5211	1927.9873	1561.3	337.2
925.6596	1929.6033	1559.15	345.8
925.798	1931.2185	1561.9	347.75
925.9364	1932.833	1573.45	352.3
926.0748	1934.4468	1561.1	348.75
926.2131	1936.0598	1564.15	355.45
926.3515	1937.672	1565.7	349.6
926.4898	1939.2836	1560.55	342.4
926.628	1940.8943	1560.25	344.3
926.7663	1942.5043	1562.9	347.45
926.9045	1944.1136	1572.7	345.95
927.0428	1945.7221	1568	345.6
927.181	1947.3299	1563.75	342.85
927.3191	1948.9369	1562.15	353.55
927.4573	1950.5432	1565.25	345.6
927.5954	1952.1487	1553.75	345.9
927.7335	1953.7535	1556.8	347.4
927.8716	1955.3575	1559.3	345
928.0096	1956.9608	1558.75	335.2
928.1477	1958.5634	1569.7	353.6
928.2857	1960.1652	1571.45	347.25
928.4237	1961.7662	1565.3	349.8
928.5616	1963.3665	1564.35	352.35
928.6996	1964.9661	1561.25	345.85
928.8375	1966.5649	1563.2	345.25
928.9754	1968.163	1568.55	346.35
929.1132	1969.7603	1563.85	351.25
929.2511	1971.3569	1562.1	344.55
929.3889	1972.9527	1567.7	350.25
929.5267	1974.5478	1565.35	349.05
929.6645	1976.1421	1567.85	351.25
929.8022	1977.7357	1572.45	353.05
929.94	1979.3285	1572.55	343.15
930.0777	1980.9206	1584	345.9
930.2153	1982.512	1586.35	344.75
930.353	1984.1026	1577.45	352.35
930.4906	1985.6925	1572.85	348.75
930.6282	1987.2816	1562.2	349.45
930.7658	1988.8699	1571.3	352.45
930.9034	1990.4576	1572	352.25
931.0409	1992.0445	1582.65	353.25
931.1784	1993.6306	1565.75	348.85
931.3159	1995.216	1564.65	346.65
931.4534	1996.8006	1572.45	353.85
931.5908	1998.3845	1570.25	356.65
931.7282	1999.9677	1588	349
931.8656	2001.5501	1582.3	357.95
932.003	2003.1318	1564.1	351.7
932.1403	2004.7127	1564.35	343.85
932.2777	2006.2928	1568	352.3
932.415	2007.8723	1588.25	343.9
932.5522	2009.451	1570.3	351.9
932.6895	2011.0289	1567.45	354.95
932.8267	2012.6061	1574.05	352.05
932.9639	2014.1826	1567.9	346.55
933.1011	2015.7583	1577.7	357.55
933.2382	2017.3332	1578.5	349.75
933.3753	2018.9075	1603.1	352.55
933.5124	2020.4809	1579.95	348.4
933.6495	2022.0537	1573.5	352.35
933.7866	2023.6257	1573.85	356.85
933.9236	2025.1969	1572	357.3
934.0606	2026.7674	1566.15	356.25
934.1976	2028.3372	1568.95	349.7
934.3345	2029.9062	1558.2	345.25
934.4714	2031.4745	1579.95	351.55
934.6084	2033.042	1565.45	349.45
934.7452	2034.6088	1572.8	351.85
934.8821	2036.1748	1610.6	354.45
935.0189	2037.7401	1587.4	358.7
935.1557	2039.3047	1578.8	351.45
935.2925	2040.8685	1568.3	354.45
935.4292	2042.4316	1563.4	352.1
935.566	2043.9939	1572.4	356.85
935.7027	2045.5555	1564.8	353.35
935.8394	2047.1163	1566.65	352.6
935.976	2048.6764	1576.4	357.6
936.1126	2050.2358	1597.2	353.7
936.2492	2051.7944	1578.35	350.6
936.3858	2053.3523	1572.75	355.15
936.5224	2054.9094	1569	349
936.6589	2056.4658	1581.9	353.45
936.7954	2058.0214	1569.3	351.75
936.9319	2059.5763	1580	355.9
937.0683	2061.1305	1570.5	357.75
937.2047	2062.6839	1571.45	356.55
937.3411	2064.2366	1571.9	357.9
937.4775	2065.7886	1561.55	352.3
937.6139	2067.3398	1564.4	352.65
937.7502	2068.8902	1568.35	356.8
937.8865	2070.4399	1562.9	351.15
938.0228	2071.9889	1569.1	354
938.159	2073.5371	1567.5	349.25
938.2952	2075.0846	1567.5	351.1
938.4314	2076.6314	1563.95	349.85
938.5676	2078.1774	1581.8	348.45
938.7037	2079.7227	1569.25	346.4
938.8399	2081.2672	1563.5	349.05
938.976	2082.811	1568.6	354.65
939.112	2084.354	1566.1	349.2
939.2481	2085.8963	1575.75	357.85
939.3841	2087.4379	1571.8	350.4
939.5201	2088.9787	1581.85	360.85
939.656	2090.5188	1577.15	353.45
939.792	2092.0582	1577.65	356.9
939.9279	2093.5968	1580.7	354.9
940.0638	2095.1346	1568.75	345.75
940.1996	2096.6718	1573.5	351.45
940.3354	2098.2082	1570.2	353.65
940.4713	2099.7438	1572.8	352.05
940.607	2101.2787	1572	356.35
940.7428	2102.8129	1575.55	354.65
940.8785	2104.3463	1564.15	346.05
941.0142	2105.879	1565.95	354.85
941.1499	2107.411	1566.65	350.9
941.2855	2108.9422	1564.7	353.9
941.4212	2110.4726	1560.2	345.6
941.5568	2112.0024	1568.6	344.3
941.6923	2113.5314	1567.45	351
941.8279	2115.0596	1559.35	346.85
941.9634	2116.5871	1568.35	354.45
942.0989	2118.1139	1557.25	341.9
942.2343	2119.64	1553.95	344.6
942.3698	2121.1653	1556.7	349.9
942.5052	2122.6898	1559.95	347.55
942.6406	2124.2137	1571.95	347.05
942.7759	2125.7368	1561.45	341.25
942.9113	2127.2591	1558.55	342.2
943.0466	2128.7807	1570.2	348.9
943.1818	2130.3016	1570.25	351
943.3171	2131.8217	1580.9	358.65
943.4523	2133.3411	1592.2	373.75
943.5875	2134.8598	1615.55	404.8
943.7227	2136.3777	1641.2	433.1
943.8578	2137.8949	1670.85	456.6
943.9929	2139.4114	1672.35	457.35
944.128	2140.9271	1661.65	445.65
944.2631	2142.4421	1649.55	429.95
944.3981	2143.9563	1619.9	395.6
944.5331	2145.4698	1624.5	365.05
944.6681	2146.9826	1589.75	354.3
944.8031	2148.4946	1567	343.4
944.938	2150.0059	1559.95	343.55
945.0729	2151.5165	1548.85	333.3
945.2078	2153.0263	1537.4	323.25
945.3426	2154.5354	1538.7	325.35
945.4774	2156.0437	1538.45	324.05
945.6122	2157.5513	1537.45	318.35
945.747	2159.0582	1537.55	321.3
945.8817	2160.5644	1528.95	311.95
946.0164	2162.0698	1530.1	314.85
946.1511	2163.5745	1529.4	312.65
946.2857	2165.0784	1529.15	301.85
946.4204	2166.5816	1525.4	307.75
946.555	2168.0841	1528.5	307.95
946.6895	2169.5858	1588.05	306.3
946.8241	2171.0868	1547.75	306.75
946.9586	2172.587	1533.05	310.5
947.0931	2174.0866	1535.45	308.05
947.2275	2175.5854	1525.15	308.6
947.362	2177.0834	1516.3	305.3
947.4964	2178.5807	1518	298.25
947.6307	2180.0773	1517.15	299.85
947.7651	2181.5732	1518.85	302.6
947.8994	2183.0683	1528.8	296.6
948.0337	2184.5627	1524.3	295.85
948.168	2186.0564	1514.85	300.15
948.3022	2187.5493	1520.45	294.5
948.4364	2189.0415	1523.7	295.15
948.5706	2190.5329	1512.75	294.1
948.7047	2192.0236	1514.15	294.6
948.8389	2193.5136	1504.8	286.05
948.973	2195.0029	1503.05	294.3
949.107	2196.4914	1506.2	284.9
949.2411	2197.9792	1500.15	286.75
949.3751	2199.4662	1504.75	289.2
949.5091	2200.9525	1509.75	287.45
949.643	2202.4381	1499.25	283.25
949.7769	2203.923	1490.9	280.8
949.9108	2205.4071	1496.3	273.05
950.0447	2206.8905	1511.65	276.1
950.1785	2208.3731	1502.3	283.7
950.3124	2209.8551	1493.15	285.25
950.4461	2211.3363	1492.15	283.55
950.5799	2212.8167	1481	270.45
950.7136	2214.2964	1489.3	272.95
950.8473	2215.7754	1491	273.5
950.981	2217.2537	1486.55	269.05
951.1146	2218.7312	1489.95	267.9
951.2482	2220.208	1492.9	270.2
951.3818	2221.6841	1488.65	268.7
951.5154	2223.1595	1481.2	269.5
951.6489	2224.6341	1479.3	265.1
951.7824	2226.1079	1476.25	263.55
951.9159	2227.5811	1471.45	261.75
952.0493	2229.0535	1474.5	261.4
952.1827	2230.5252	1482	259.4
952.3161	2231.9961	1472.85	255.35
952.4495	2233.4664	1480.95	259.95
952.5828	2234.9359	1478.45	262.45
952.7161	2236.4046	1474.2	257.6
952.8494	2237.8727	1476.15	257.9
952.9826	2239.34	1479.25	257.55
953.1158	2240.8065	1467.7	256.8
953.249	2242.2724	1472.8	263.75
953.3821	2243.7375	1465.4	249.55
953.5153	2245.2019	1458.75	249.6
953.6484	2246.6655	1466.3	252.55
953.7814	2248.1285	1460.65	250
953.9145	2249.5907	1485.1	247.35
954.0475	2251.0521	1467.4	251.8
954.1804	2252.5129	1460.4	241.5
954.3134	2253.9729	1463.4	244.35
954.4463	2255.4322	1467.15	246.45
954.5792	2256.8907	1463.15	244.05
954.712	2258.3485	1460.15	246.3
954.8449	2259.8056	1450.1	238.2
954.9777	2261.262	1484.7	239.45
955.1104	2262.7176	1466.1	245.55
955.2432	2264.1725	1468.2	236.55
955.3759	2265.6267	1456.5	239.75
955.5086	2267.0802	1455.15	239.75
955.6412	2268.5329	1458.4	235.35
955.7739	2269.9849	1453.1	238.45
955.9064	2271.4362	1480.3	235.65
956.039	2272.8867	1461.4	233.2
956.1715	2274.3366	1454.1	236
956.304	2275.7856	1445.8	231.55
956.4365	2277.234	1452.95	236.65
956.569	2278.6817	1447.25	235.55
956.7014	2280.1286	1448.85	229.9
956.8338	2281.5747	1448.25	228.9
956.9661	2283.0202	1441.25	225.95
957.0984	2284.4649	1449.8	226.2
957.2307	2285.9089	1448.95	231.95
957.363	2287.3522	1459.95	226.05
957.4952	2288.7948	1448.8	229.65
957.6274	2290.2366	1444.35	231
957.7596	2291.6777	1441.45	227.95
957.8918	2293.1181	1436.3	222.95
958.0239	2294.5577	1443.6	222.5
958.156	2295.9967	1440.6	224.65
958.288	2297.4349	1438.45	224.9
958.42	2298.8723	1436.15	223
958.552	2300.3091	1452.7	221.8
958.684	2301.7451	1432.95	217.3
958.8159	2303.1804	1433.6	213.5
958.9478	2304.615	1457.7	218.4
959.0797	2306.0488	1441.5	218.7
959.2115	2307.482	1428.2	216.15
959.3434	2308.9144	1425.8	213.75
959.4751	2310.3461	1431.1	212.7
959.6069	2311.777	1433.5	215.7
959.7386	2313.2072	1423.35	210.45
959.8703	2314.6367	1419.55	212
960.002	2316.0655	1431.15	214.3
960.1336	2317.4936	1431.85	213.7
960.2652	2318.9209	1432.95	211.65
960.3967	2320.3475	1435.65	213.8
960.5283	2321.7734	1438.4	217.95
960.6598	2323.1986	1438.1	220.75
960.7913	2324.623	1447.85	224.8
960.9227	2326.0468	1449.2	224.8
961.0541	2327.4698	1462.15	240.2
961.1855	2328.892	1463.65	241.05
961.3169	2330.3136	1465.1	243.2
961.4482	2331.7344	1446.8	233.3
961.5795	2333.1545	1444.95	224.6
961.7107	2334.5739	1434.95	218.7
961.842	2335.9926	1426.85	213.95
961.9732	2337.4105	1429	212
962.1043	2338.8278	1432.75	208.75
962.2355	2340.2443	1430.45	207.25
962.3666	2341.66	1428.25	206.2
962.4976	2343.0751	1433.3	202.55
962.6287	2344.4894	1422	205.1
962.7597	2345.903	1422.3	206.5
962.8907	2347.3159	1467.35	196.35
963.0216	2348.7281	1435.95	198
963.1525	2350.1396	1450.7	196.4
963.2834	2351.5503	1441	193.65
963.4143	2352.9603	1435.95	200.15
963.5451	2354.3696	1439.85	195.15
963.6759	2355.7782	1448.55	196.35
963.8067	2357.186	1465.6	196.55
963.9374	2358.5932	1557.8	188.05
964.0681	2359.9996	1482.15	193.35
964.1988	2361.4053	1469.05	191.75
964.3294	2362.8103	1460.15	195.95
964.46	2364.2145	1457.65	190.6
964.5906	2365.618	1503.25	188.4
964.7211	2367.0209	1460.25	203
964.8516	2368.423	1430.75	193
964.9821	2369.8243	1420.15	192.75
965.1125	2371.225	1409.7	189.75
965.2429	2372.6249	1412.85	188.9
965.3733	2374.0242	1421.65	190.1
965.5037	2375.4227	1441.75	192.05
965.634	2376.8205	1421.4	194.3
965.7643	2378.2175	1428.95	191.85
965.8945	2379.6139	1412	197.45
966.0248	2381.0095	1398.45	186.75
966.155	2382.4044	1404.7	189.25
966.2851	2383.7986	1397.35	186.45
966.4152	2385.1921	1398.9	183.05
966.5453	2386.5849	1403.9	188.5
966.6754	2387.9769	1413.75	189.2
966.8054	2389.3682	1403.75	180.25
966.9354	2390.7589	1400.5	183.05
967.0654	2392.1488	1408.3	181.5
967.1953	2393.5379	1393.85	186.55
967.3252	2394.9264	1395.9	183.1
967.4551	2396.3142	1400.4	185.65
967.585	2397.7012	1399.3	176.2
967.7148	2399.0875	1400.1	185.9
967.8445	2400.4731	1395.4	184
967.9743	2401.858	1400.25	175.65
968.104	2403.2422	1400.15	182.2
968.2337	2404.6256	1391.75	175.85
968.3633	2406.0083	1411.35	184.45
968.4929	2407.3904	1394.7	179.4
968.6225	2408.7717	1403.25	177.6
968.7521	2410.1523	1397.75	182.7
968.8816	2411.5321	1395.85	184.1
969.0111	2412.9113	1418.5	177.3
969.1405	2414.2898	1399.3	181.1
969.2699	2415.6675	1434.1	180.45
969.3993	2417.0445	1400	176.65
969.5287	2418.4208	1398.5	180.55
969.658	2419.7964	1398.4	175.1
969.7873	2421.1713	1391.95	173.6
969.9165	2422.5455	1403.6	178.75
970.0458	2423.9189	1389.85	173.2
970.1749	2425.2916	1384.25	176.65
970.3041	2426.6637	1385.7	173.3
970.4332	2428.035	1381.5	171.9
970.5623	2429.4056	1384.5	173.35
970.6914	2430.7755	1400.15	173.4
970.8204	2432.1446	1386.7	166.9
970.9494	2433.5131	1388.55	170.25
971.0784	2434.8808	1387.5	166.55
971.2073	2436.2479	1385.95	164.8
971.3362	2437.6142	1390.55	165.35
971.465	2438.9798	1383.6	172.85
971.5939	2440.3447	1381.5	168.3
971.7227	2441.7089	1385.5	166.3
971.8514	2443.0724	1384.85	162.55
971.9802	2444.4351	1379.6	173.2
972.1089	2445.7972	1384.1	170.1
972.2375	2447.1585	1390.6	169.75
972.3661	2448.5192	1381.15	164.45
972.4947	2449.8791	1408.2	170.55
972.6233	2451.2383	1380.6	165.25
972.7518	2452.5968	1387.65	163.9
972.8803	2453.9546	1381.6	165.95
973.0088	2455.3117	1380.85	168.45
973.1372	2456.668	1379.4	162.15
973.2656	2458.0237	1372.75	160.5
973.394	2459.3786	1391.15	163.2
973.5223	2460.7329	1387.15	159.5
973.6506	2462.0864	1391.85	163.25
973.7789	2463.4392	1383.15	160.85
973.9071	2464.7913	1373.45	160.65
974.0353	2466.1427	1371.8	160.7
974.1635	2467.4934	1376.7	158
974.2916	2468.8434	1376.6	159.75
974.4197	2470.1927	1367.45	158.55
974.5478	2471.5413	1374.15	160.5
974.6758	2472.8891	1379.4	159.15
974.8038	2474.2363	1403.5	159.45
974.9317	2475.5827	1378.35	160
975.0597	2476.9284	1369.65	158.2
975.1876	2478.2735	1371.65	162.7
975.3154	2479.6178	1366.8	157.55
975.4433	2480.9614	1371.45	158.4
975.571	2482.3043	1372.5	160.25
975.6988	2483.6465	1375.9	159.6
975.8265	2484.988	1375.3	157.7
975.9542	2486.3287	1382.5	162.2
976.0819	2487.6688	1381.25	155.75
976.2095	2489.0082	1376.65	159.15
976.3371	2490.3468	1375.75	157.2
976.4646	2491.6848	1374.9	164
976.5922	2493.022	1376.75	151.2
976.7197	2494.3586	1366.75	154.95
976.8471	2495.6944	1370	163.9
976.9745	2497.0296	1397.25	154.4
977.1019	2498.364	1381.85	157.2
977.2293	2499.6977	1375.4	156.1
977.3566	2501.0307	1377.8	154.95
977.4839	2502.363	1373.95	151.4
977.6111	2503.6946	1381.45	152.3
977.7383	2505.0255	1370.75	150.15
977.8655	2506.3557	1365.7	153.7
977.9926	2507.6852	1368.9	156.2
978.1198	2509.014	1361.6	154.1
978.2468	2510.3421	1365.2	154.65
978.3739	2511.6694	1366.6	150.4
978.5009	2512.9961	1365.55	152.5
978.6279	2514.3221	1369.45	156.55
978.7548	2515.6473	1367.15	146.5
978.8817	2516.9719	1369.8	150.7
979.0086	2518.2957	1370.35	148.2
979.1354	2519.6189	1372.8	151.7
979.2622	2520.9413	1380.35	147.3
979.389	2522.2631	1373.45	151.8
979.5157	2523.5841	1364.5	149.3
979.6424	2524.9045	1371.65	150.2
979.7691	2526.2241	1366.15	156.85
979.8957	2527.543	1366.8	152.45
980.0223	2528.8613	1370.4	144.55
980.1488	2530.1788	1388.95	145.85
980.2754	2531.4956	1381.7	148.85
980.4018	2532.8118	1387.65	146.5
980.5283	2534.1272	1380.55	155.55
980.6547	2535.4419	1389.1	145.6
980.7811	2536.7559	1369.85	147.45
980.9074	2538.0692	1371.15	147.95
981.0338	2539.3819	1364.25	147.75
981.16	2540.6938	1359.6	144.8
981.2863	2542.005	1357.05	142.65
981.4125	2543.3155	1355.85	142.4
981.5387	2544.6253	1364.9	147.8
981.6648	2545.9344	1365.35	144.45
981.7909	2547.2429	1403.1	148.7
981.917	2548.5506	1375.9	145.4
982.043	2549.8576	1370.9	144.35
982.169	2551.1639	1368	151.35
982.295	2552.4695	1367.55	146.85
982.4209	2553.7744	1365.25	147.6
